p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32

 0.0034006,0.82941,0.045608,0.19975,0.28022,2.58,3.5419,0.00074566,3.2904,1.0,2.4871,0.94048,2.9386,0.029961,0.00016983,3.2201,1.0,4.2752,2.8675,1.8392,1.0479,0.0012648,2.5819,1.0,4.06,4.996,2.3672,0.07807,0.031208,2.5765,1.0,1.0862
,0.00038566,0.038948,0.96874,0.0022941,4.0339,1.3746,0.80708,0.22018,2.9569,1.0,1.8739,2.925,2.9003,0.054618,0.00019123,2.4832,1.0,4.1802,2.4563,2.3781,0.41115,0.055927,1.1593,1.0,0.76152,1.4668,2.9215,4.8126,0.032447,0.9969,1.0,0.53676
,0.076184,0.66914,0.99516,0.0019673,4.7125,2.915,1.3816,0.00182,0.3292,1.0,1.8873,0.46413,2.9273,0.10517,0.00015908,3.0282,1.0,1.2153,0.07662,2.4736,0.023804,0.017744,0.2698,1.0,3.3137,0.13458,1.6572,9.2765,0.10602,0.34365,1.0,3.7981
,0.0064592,0.00026252,0.52835,0.00029374,4.4898,2.1855,2.9402,0.00019543,2.1407,1.0,4.6131,0.46672,2.0356,0.040103,0.0018612,3.1819,1.0,3.8855,0.003868,1.0622,0.015512,0.0016993,2.4869,1.0,0.34327,0.003778,1.7797,0.032818,0.0013746,2.4486,1.0,2.6645
,0.12854,0.025593,0.99629,0.00010645,4.7723,1.3102,0.12866,0.047328,2.2626,1.0,1.5631,0.45471,1.6262,0.019224,0.002614,3.1851,1.0,2.7976,0.69982,2.5793,3.2112,0.0056397,0.41133,1.0,4.3889,0.23302,1.9781,1.7246,0.066985,2.38,1.0,2.1825
,0.00011282,0.090422,0.001228,0.067874,0.36887,2.9331,4.8301,0.00030314,2.8131,1.0,2.0434,0.29377,1.6248,0.032295,0.00063707,2.2513,1.0,2.2935,0.32821,2.3857,0.011316,0.076359,0.34156,1.0,2.8856,0.10909,2.9851,0.076243,0.0046436,2.4191,1.0,4.94
,0.060521,1.0663,0.042604,0.0092316,2.1354,2.1642,6.0612,0.0023758,2.1696,1.0,4.1204,0.58337,2.185,0.01172,0.0019244,1.8322,1.0,1.5664,0.55013,2.1756,0.41829,0.030792,2.4458,1.0,3.1093,4.0511,1.9885,0.53805,0.022936,1.8566,1.0,4.8593
,0.044351,0.00028367,0.8229,0.0032539,3.4811,2.22,0.021058,0.00034305,1.7014,1.0,2.572,0.74294,2.1273,0.045899,0.0039904,2.4841,1.0,4.9823,0.014024,1.5312,0.19841,0.0016791,2.3923,1.0,3.0679,1.0077,2.0253,0.18352,0.89644,3.3125,1.0,1.6462
,1.2995,0.0023525,0.001995,0.065064,0.54323,2.8083,4.585,0.00033725,1.9608,1.0,1.4942,0.21004,1.9739,0.021214,0.0017034,2.2846,1.0,1.5473,0.36727,1.1223,5.627,0.0036096,2.8629,1.0,4.7655,0.0015197,1.9457,0.74825,0.00090701,3.3519,1.0,4.2693
,0.0084837,0.0011002,0.070644,0.0010214,0.75546,2.4275,1.8668,0.00065488,2.6417,1.0,2.7919,1.76,2.9024,0.035207,0.00066951,3.1674,1.0,1.2179,4.0908,2.0988,0.1721,0.00079095,3.3813,1.0,3.8135,3.8983,1.2739,0.090902,0.00097653,0.44971,1.0,4.0954
,3.9662,0.45549,0.0057613,0.028445,1.1345,2.1867,9.142,0.00066475,3.0856,1.0,4.087,0.82579,1.931,0.013838,0.0033453,2.4654,1.0,4.9088,0.0024061,2.5458,0.027539,0.0010367,1.9918,1.0,0.52644,0.013606,2.1676,3.5781,0.0021776,1.7492,1.0,4.5006
,1.7401,0.0032496,0.39777,0.0001102,1.6065,1.0663,0.92692,0.0019906,2.3176,1.0,1.7801,0.90395,2.7508,0.093695,0.00014049,1.8468,1.0,4.5723,0.0010642,1.4198,0.028686,0.00014327,2.6401,1.0,3.2192,0.031052,1.1347,0.28009,0.0007665,1.2606,1.0,3.1269
,0.019036,0.0029401,0.011261,0.00053047,0.91022,2.6129,4.9743,0.00023017,3.415,1.0,4.2322,0.57284,2.3925,0.010646,0.00087956,3.0655,1.0,3.832,2.8084,1.3209,2.6926,0.44012,1.3741,1.0,4.9609,0.98871,1.8347,0.30955,0.045246,3.409,1.0,4.8033
,0.0044323,0.0015386,0.39179,0.0014347,3.0069,2.2442,0.019318,0.068197,2.9016,1.0,0.15846,0.85482,2.6804,0.013477,0.010762,3.4736,1.0,4.7808,0.0058993,1.3993,0.41896,0.00024853,1.2065,1.0,1.8027,0.91909,2.9239,1.561,0.0022613,0.91241,1.0,3.1725
,0.0021067,0.09341,0.28755,0.0005963,3.2869,1.0743,0.37529,0.0010559,3.2152,1.0,0.53901,0.38137,2.8851,0.28558,0.00010935,3.072,1.0,1.3521,0.011151,2.8129,0.013421,0.005452,2.2101,1.0,4.7637,0.28147,1.8118,1.3975,0.0070999,0.22595,1.0,0.72136
